movie,entropy,pctRecordsDropped,pctTokensDropped,dialogueIndentCount,characterIndentCount,descriptionIndentCount,settingIndentCount,characterDirectionIndentCount,mixedCharacterWithDialogueIndentCount
saltonseathe,1.35182465255686,0.0392615096985277,0.0168646991184362,1,1,1,1,1,0
littlenicky,1.35228583900909,0.0036051026067665,0.00206908443013966,1,1,1,3,2,0
birdsthe,1.35456627677743,0.080814312152992,0.0346561962553136,1,2,1,1,1,0
whatliesbeneath,1.35659802247942,0.0442073170731707,0.0186262445463698,1,1,1,1,2,0
wallstreet,1.35675316033079,0.0850026127852291,0.0379212035860269,1,1,1,2,1,0
larrycrowne,1.35764323378444,0.0105411103302881,0.00339336987731663,1,2,1,1,0,0
doorsthe,1.36054353064969,0.0756518022510329,0.0303329850029655,1,1,1,1,1,0
sandlotkidsthe,1.36272250125019,0.00098015192354815,0.000687830687830688,1,2,1,1,0,0
rko281,1.36344841562552,0.0415604283528812,0.0191911962064955,1,1,1,1,1,0
miamivice,1.36437453370983,0.0829653729955845,0.0313886210221794,1,1,1,1,2,0
startreknemesis,1.36456928135147,0.0483188599421064,0.0230256711738193,1,1,1,1,2,0
prettywoman,1.36469716459021,0.0466593647316539,0.0207490853071442,1,1,1,1,2,0
bigbluethe,1.36495273594991,0.0934959349593496,0.0366711887400373,1,2,1,1,2,0
anastasia,1.36515364027416,0.0481423338566196,0.022789012979173,2,2,1,1,10,0
ghostworld,1.36574521080533,0.0474356375430772,0.0241500586166471,1,1,1,1,1,0
toystory,1.36750974089219,0.060501495284104,0.0288720215219062,1,1,1,1,1,0
8mm,1.36886495594198,0.064199814986124,0.0332487648551208,1,2,1,1,5,0
amadeus,1.36994346778781,0.0429203539823009,0.0180407827466651,1,2,1,1,1,0
someonetowatchoverme,1.3730328646001,0.103024574669187,0.0398203290602604,1,1,1,1,2,0
lastflightthe,1.37505983456555,0.0563546333411931,0.0252946248922104,1,1,1,1,1,0
asgoodasitgets,1.37532659694629,0.0636488970588235,0.0289562629269031,1,1,1,1,1,0
icestormthe,1.3760792140568,0.0469243860928762,0.0246796891409368,1,1,1,1,2,0
10thingsihateaboutyou,1.37713555641631,0.0372931588046431,0.0155965391621129,1,1,1,1,1,0
fabulousbakerboysthe,1.37869939960176,0.037563822027717,0.0177428501984931,1,1,1,1,1,0
cruelintentions,1.37915834018871,0.0283687943262411,0.0133977731555121,1,1,1,1,1,0
rockthe,1.38215748445342,0.0501378791677112,0.0206499806808913,1,2,1,1,10,0
solaris,1.38291358616272,0.0583941605839416,0.0243695338371402,1,1,1,1,2,0
bigwhitethe,1.38431546387902,0.0429594272076372,0.0186349764172755,1,1,1,2,1,0
gangrelated,1.38460698755649,0.0417532197756543,0.0183162932347183,1,1,1,1,1,0
sideways,1.38479541811399,0.0427786499215071,0.0208483105679367,1,1,1,1,1,0
loveandbasketball,1.3860071894382,0.0255279647249942,0.0089437393824323,1,1,1,3,1,0
verdictthe,1.38711323850017,0.0670046286092131,0.028425407641762,1,1,1,1,1,0
deepcover,1.39077259917604,0.0764346764346764,0.0354298961798206,1,1,1,1,1,0
affliction,1.39257055070625,0.0656536697247706,0.0278426791277259,1,1,1,1,1,0
l.a.confidential,1.39664014196303,0.0430821787815525,0.0205778085652581,1,2,1,1,2,0
anniversarypartythe,1.39687773377841,0.0083417593528817,0.00444670308728243,1,1,1,2,1,0
aliens,1.3987313685399,0.0460487804878049,0.0157147622400949,2,2,1,1,3,0
nextfriday,1.39882131188564,0.0255531318167653,0.0124006975392366,1,1,1,1,2,0
outofsight,1.39947660856803,0.0469684030742955,0.0198115486832568,1,1,1,1,2,0
airplane,1.4006955389436,0.0403831219259643,0.0195119239535272,1,2,1,1,2,0
runawaybride,1.40175510077975,0.0732177263969172,0.0296362248791656,1,1,1,1,2,0
punchdrunklove,1.40254013696742,0.0315547905909352,0.0146155899626268,1,1,1,1,1,0
capote,1.4032241794619,0.064915382672392,0.0281285288984704,1,2,1,1,1,0
frances,1.4035913169059,0.0627745241581259,0.026337480865094,1,2,1,1,2,0
fromdusktilldawn,1.40504747426521,0.0557836271432021,0.0301854442088165,1,1,1,1,2,0
timemachinethe,1.40595190565746,0.0573647294589178,0.0321037948899615,2,2,1,1,3,0
stationwest,1.40601842456887,0.0707336846372112,0.0309110629067245,1,2,1,1,1,0
cincinnatikidthe,1.40629325564058,0.0636903542903952,0.0292777869802882,1,1,1,1,1,0
sexliesandvideotape,1.4073062832031,0.0481269510926119,0.0229915259804244,1,2,1,1,2,0
snowfallingoncedars,1.40773288333559,0.00129407958589453,0.000538412356563583,3,2,1,1,2,0
illdoanything,1.40802416478959,0.0757242757242757,0.0315389487017099,1,1,1,1,1,0
sisteract,1.4087260751177,0.0490726429675425,0.0227709414987122,1,1,1,1,1,0
bottlerocket,1.41055791833939,0.0391214824982842,0.0185262936916133,1,1,1,1,1,0
broadcastnews,1.41076646630444,0.0633531676583829,0.0286463209136866,1,1,1,1,4,0
sphere,1.4114512807431,0.036968233327141,0.0180358914239336,1,1,1,1,1,0
shakespeareinlove,1.41177724962977,0.057945566286216,0.0266293554793284,1,1,1,1,2,0
houseof1000corpses,1.41211509579486,0.0652434636603502,0.0319890149010833,1,1,1,1,1,0
blacksnakemoan,1.41474854706114,0.0889877641824249,0.0391675284384695,1,1,1,1,1,0
pulpfiction,1.4157443947061,0.0410810810810811,0.0237439130270658,1,1,1,1,3,0
believerthe,1.41610719374275,0.0459183673469388,0.0278572433522487,1,1,1,1,2,0
blastfromthepastthe,1.41643719667966,0.035240621447518,0.0205904027049287,1,2,1,1,4,0
chinatown,1.41646528248383,0.0666538239260258,0.0317617866004963,1,1,1,1,1,0
austinpowersinternationalmanofmystery,1.41662834721337,0.057085628442664,0.0237267890107504,1,1,1,1,1,0
killingzoe,1.41785434161269,0.0634078212290503,0.0340236686390533,1,1,1,1,2,0
majesticthethebijou,1.42041128547079,0.0674632352941176,0.0297304390207326,1,1,1,1,2,0
soimarriedanaxemurderer,1.42220445629504,0.0675381263616558,0.0324574961360124,1,1,1,1,1,0
stateandmain,1.4242040640189,0.0496695373522932,0.0280779621767657,1,1,1,3,2,0
sugarandspice,1.42566677862333,0.063943161634103,0.0326138802766516,1,1,1,2,2,0
dropdeadgorgeous,1.42652045037659,0.0597054886211513,0.033469905938023,1,1,1,1,1,0
stingthe,1.42795833441738,0.0999346832135859,0.0473166734944695,1,1,1,2,1,0
itsawonderfullife,1.43022557914528,0.0643072939145447,0.0281857755785913,1,2,1,1,1,0
basicinstinct,1.4356129550148,0.0902184235517569,0.0339368911478187,1,1,1,1,1,0
wildatheart,1.43687009728326,0.066131498470948,0.0320128356954579,1,1,1,1,9,0
beingthere,1.43704275140087,0.0748182166092614,0.0434875021254889,1,1,1,1,1,0
verybadthings,1.44015248262422,0.0554778554778555,0.027501265395647,1,1,1,1,1,0
ferrisbuellersdayoff,1.44193270653936,0.0271243907607544,0.0118253347443979,1,1,1,3,2,0
americanwerewolfinlondon,1.4429080639855,0.0533715178338974,0.0220649193291244,1,1,1,1,2,0
austinpowersthespywhoshaggedme,1.44324675903599,0.0585298196948682,0.0250075688767787,1,1,1,1,1,0
jaws2,1.4501735867224,0.0564194577352472,0.0266030013642565,2,2,1,1,3,0
oneflewoverthecuckoosnest,1.45103962464852,0.0765586507485314,0.043419099455715,1,1,1,1,1,0
kateleopold,1.45223027889896,0.0630280886047043,0.032407885230674,1,2,1,1,1,0
bulldurham,1.45818548780162,0.0933248299319728,0.036346396965866,1,1,1,1,1,0
americanpie,1.46221461445995,0.0592985694508537,0.0289646672144618,1,2,1,1,2,0
airplane2thesequel,1.46777468615321,0.0656934306569343,0.0371546372209848,1,1,1,1,3,0
tremors,1.47527363171638,0.0753642987249545,0.0252487562189055,1,1,1,1,2,0
englishpatientthe,1.47570192750136,0.0580444098169069,0.029585798816568,1,1,1,5,1,0
ghostbusters2,1.47765458829351,0.104434213714563,0.0489538991033421,1,2,1,1,1,0
humannature,1.47886942750364,0.103842412451362,0.0433340353833193,1,1,1,1,1,0
beingjohnmalkovich,1.4791124374886,0.0858667904386168,0.0400727650727651,1,1,1,1,1,0
shampoo,1.48902035215243,0.0646296296296296,0.0361068948070466,1,1,1,1,1,0
avengersthe,1.50216518063882,0.0374819798173955,0.0150169696406156,1,1,1,2,1,0
bodyofevidence,1.50447550641729,0.0396939263510282,0.0161708923936914,1,1,1,2,2,0
istillknowwhatyoudidlastsummer,1.51015155861667,0.0780650115177886,0.0290377387633218,1,1,1,5,1,0
pitchblack,1.51489911184192,0.0272946213540273,0.0106242401818278,3,1,1,1,2,0
bringingoutthedead,1.51862228897065,0.0696920583468395,0.0359387498571592,1,1,1,2,1,0
truelies,1.51981865433979,0.0370093457943925,0.0151308569718333,1,2,1,5,2,0
shawshankredemptionthe,1.52110518992621,0.0224148868682597,0.00985936453605179,1,1,1,3,5,0
bluevelvet,1.5215286314221,0.081028098453496,0.0371234284810627,1,2,1,3,18,0
logansrun,1.52431057188492,0.0732159406858202,0.0326573153254875,1,2,1,5,5,0
spareme,1.52442750891938,0.018029219769972,0.0111183355006502,1,1,1,3,2,0
threekings,1.53242559624806,0.0140090646889164,0.00775256727686001,2,1,1,1,1,0
wonderboys,1.54601546359046,0.031496062992126,0.0147961794303258,1,1,1,4,1,0
darkstar,1.55219200398057,0.0329883570504528,0.0178627389533062,1,1,1,1,1,0
hackers,1.55250015438591,0.0117489090298758,0.00721887326040039,1,1,1,1,0,0
alien,1.56141164922006,0.0506976744186047,0.0247725682295311,1,2,1,1,3,0
nursebetty,1.56558761767239,0.037862703467799,0.016784638026491,1,2,1,4,2,0
stepmom,1.57374653633815,0.0326194398682043,0.0145127850725639,3,1,1,1,2,0
insiderthe,1.57849646098367,0.104825291181364,0.0411449016100179,2,2,1,1,2,0
talentedmr.ripleythe,1.59441797796441,0.067266816704176,0.0388569078947368,2,1,1,1,2,0
starshiptroopers,1.61364015144934,0.0114807872539831,0.00907749407503466,1,1,1,4,1,0
limeythe,1.61702483694348,0.0558809175207418,0.0322170411191183,1,2,1,1,2,0
magnolia,1.62286968904976,0.048417635921017,0.0193912237330037,1,2,1,1,5,0
edtv,1.62715844756766,0.0626965045311633,0.0318151521884026,1,1,1,1,1,0
almostfamous,1.63039041347643,0.0662711619157864,0.034093285923447,3,1,1,1,2,0
enemyofthestate,1.68370227055366,0.0502174772637406,0.0285659783489914,1,1,1,1,2,0
diehard,1.68401327005216,0.0975506756756757,0.0441757257440658,2,2,1,1,3,0
graduatethe,1.75515404641793,0.0368541033434651,0.019148476334558,1,1,1,3,1,0
swingers,1.82166890285679,0.0787785476007185,0.0440715471141435,2,1,1,1,1,0
startrekiithewrathofkhan,1.84502485309281,0.0662205814490079,0.0325483225949789,1,2,1,4,3,0
highlander,1.94703199719478,0.0263616015916439,0.0130546774382391,1,1,1,4,9,0
familymanthe,1.97291554551282,0.0579399141630901,0.0296844623897114,2,1,1,2,3,0
